label,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_impact
0,28.297207229,3.94247,2.3193e+04,54.15,713.0,60.99,2360.60,6327.00,4.277,1.1510,1.2270
0,438.009740000,11.46000,7.9200e+01,0.73,197.0,0.36,8.60,5260.00,4.560,0.7170,0.8575
0,17.049737600,3.27100,4.7860e+02,45.89,1971.0,3566.80,6.40,5039.00,2.587,14.9540,0.9703
0,0.864651455,3.46100,6.7700e+01,0.69,1720.0,2062.08,16.50,5587.00,4.556,0.8510,0.2350
0,416.950400000,4.02600,4.7980e+02,7.35,377.0,4.77,6.90,5751.00,3.708,2.6110,0.9542
0,77.395279000,5.26000,4.3700e+02,6.16,646.0,41.24,7.90,5158.00,3.541,2.9950,0.1748
0,282.029084000,4.68600,3.1280e+02,2.33,363.0,4.12,8.10,6886.00,4.305,1.2870,0.4082
0,1.231383390,3.94300,7.2700e+01,0.82,1648.0,1746.21,21.00,5791.00,4.505,0.9580,0.3480
1,509.997402000,8.48100,1.2670e+03,2.62,182.0,0.26,35.30,5037.00,4.540,0.7560,0.0254
0,1.506500360,2.76200,4.5400e+01,0.81,1809.0,2520.53,15.00,6201.00,4.336,1.1260,0.6840
0,95.254421000,3.37900,4.6540e+02,2.20,413.0,6.89,6.10,6063.00,4.476,1.0120,0.3116
1,6.109682250,5.73500,6.0300e+01,0.79,1093.0,337.78,18.60,6024.00,4.309,1.0090,0.1080
0,578.216230000,2.70700,1.2060e+02,3.54,328.0,2.74,3.50,5166.00,3.600,3.2440,0.3763
0,542.911330000,15.90000,7.5010e+02,2.27,199.0,0.37,13.10,5583.00,4.559,0.8240,0.3766
0,2.249000963,9.60220,5.8776e+04,59.61,2126.0,4838.14,1159.50,6025.00,3.800,2.2930,0.6800
0,3.213185170,15.47000,2.0461e+03,8.24,1710.0,2017.35,662.90,6712.00,4.159,1.5130,0.9240
0,81.704814000,1.46800,2.9700e+02,1.65,442.0,9.04,5.80,6099.00,4.421,0.9500,0.0021
0,113.556471000,2.38300,2.7870e+02,6.76,651.0,42.48,7.60,4842.00,3.167,4.1640,0.1828
0,27.285315000,7.47000,3.9650e+02,2.19,678.0,49.97,9.60,6304.00,4.407,1.0940,0.2130
0,8.480390000,6.13400,1.3370e+02,1.23,969.0,208.42,12.00,6193.00,4.434,1.0670,0.0080
0,87.775799000,1.86200,4.5000e+02,2.44,409.0,6.61,6.30,5604.00,4.375,1.0250,0.8114
0,284.666844000,2.75200,4.1800e+02,8.98,486.0,13.14,5.60,5248.00,3.368,4.4130,0.3413
1,224.150923000,12.45500,3.4860e+02,2.41,369.0,4.40,34.20,6072.00,4.133,1.2860,0.0190
0,124.091252000,2.17200,2.8140e+02,1.30,305.0,2.04,5.70,5275.00,4.571,0.7920,0.0310
0,18.076678800,3.06000,2.8831e+04,19.47,694.0,54.73,26.60,5780.00,4.438,1.0000,0.8220
0,81.871309000,1.60600,9.8200e+01,1.12,480.0,12.59,5.40,6343.00,4.375,1.1150,0.1996
0,204.818268000,1.93000,3.0360e+02,5.18,525.0,17.90,5.40,6060.00,3.650,2.9300,0.3460
0,209.238576000,2.24500,1.5470e+02,1.43,354.0,3.72,5.40,6302.00,4.345,1.1350,0.2683
0,585.641180000,13.97000,5.6520e+02,2.20,207.0,0.43,12.50,5779.00,4.526,0.9010,0.5274
0,480.194160000,10.76000,3.7230e+02,1.79,235.0,0.72,9.10,6072.00,4.510,0.9230,0.1548
0,2.174915080,8.44180,6.3541e+05,193.73,2009.0,3847.36,1572.00,6792.00,4.143,1.6360,0.7190
0,114.734287000,3.72400,2.4290e+02,1.10,296.0,1.82,6.70,5083.00,4.569,0.7100,0.3694
0,30.695331130,5.94855,8.8771e+04,69.40,737.0,69.65,7846.30,6335.00,4.171,1.2860,1.0410
0,33.303788100,3.00300,2.7240e+02,1.14,422.0,7.53,8.10,4899.00,4.624,0.7130,0.0720
0,583.736320000,15.75000,3.3860e+02,2.65,266.0,1.19,11.40,6003.00,4.176,1.4420,0.1260
0,2.645596805,2.90950,1.2727e+03,167.05,2452.0,8539.63,166.80,4980.00,3.167,5.4430,1.2390
0,28.736976600,1.58600,5.2500e+02,1.95,550.0,21.64,5.50,5722.00,4.547,0.8540,0.1108
0,40.038961300,1.71100,1.0940e+02,0.95,517.0,16.85,5.70,5701.00,4.437,0.9030,0.3619
0,149.356804000,15.41500,1.7160e+02,2.92,560.0,23.18,14.00,6569.00,3.842,2.2030,0.1627
0,365.620697000,32.26300,2.7188e+04,12.75,215.0,0.50,671.10,5273.00,4.531,0.7680,0.4173
0,575.420020000,17.22000,4.0170e+02,1.91,225.0,0.61,11.70,6025.00,4.448,0.9490,0.1538
0,558.218860000,13.55600,1.5394e+03,3.10,198.0,0.36,19.10,5679.00,4.581,0.7940,0.0220
0,191.528018000,2.34200,1.7180e+02,1.32,334.0,2.95,6.40,6054.00,4.416,1.0090,0.0258
0,0.660627150,4.56000,2.4850e+02,26.13,2327.0,6966.29,7.80,6322.00,4.426,1.0750,1.2080
0,466.908240000,2.64000,6.6000e+02,2.19,210.0,0.46,5.40,5340.00,4.456,0.8670,0.0868
0,96.120478000,1.12500,2.8540e+02,2.08,460.0,10.62,6.00,6038.00,4.245,1.1860,0.5381
0,355.847310000,16.68000,1.2390e+02,1.68,354.0,3.71,9.80,6823.00,4.212,1.4930,0.1578
0,587.381620000,11.97300,8.6360e+02,36.77,527.0,18.29,12.80,4784.00,2.711,11.8390,0.6822
0,422.255426000,4.97400,1.9350e+03,5.09,277.0,1.39,17.40,6273.00,4.364,1.1390,0.3769
0,175.452812000,2.73400,1.4180e+02,3.96,591.0,28.77,6.10,6184.00,3.580,3.3040,0.1526
0,236.506437000,5.00400,7.4440e+02,10.37,480.0,12.54,10.60,5066.00,3.414,3.9000,0.1474
0,64.713168094,5.69869,3.1297e+05,62.03,482.0,12.80,3582.50,6175.00,4.440,0.9740,0.5730
0,371.548790000,9.84100,1.2560e+02,1.13,230.0,0.66,10.10,5225.00,4.410,0.9540,0.6743
0,1.686009643,1.18180,3.9040e+02,1.81,1442.0,1024.99,48.50,5783.00,4.539,0.8800,0.5660
0,323.159363000,2.42700,3.6860e+02,3.41,331.0,2.83,7.40,5251.00,3.872,1.8110,0.0504
0,449.872030000,6.53900,1.1300e+03,2.59,199.0,0.37,10.50,5310.00,4.578,0.7860,0.1377
1,259.343040000,16.04000,3.4970e+02,6.04,449.0,9.65,13.10,5490.00,3.629,3.2040,0.4470
0,8.344107910,1.60600,2.5520e+02,1.75,993.0,229.93,9.90,6321.00,4.434,1.0580,0.5460
0,350.609298000,1.62100,3.6950e+02,3.88,405.0,6.37,3.60,6658.00,3.934,1.9920,0.0409
0,0.699985822,3.02633,3.8943e+05,46.27,1653.0,1761.47,626.90,5264.00,4.617,0.7240,0.2800
0,359.845500000,34.84000,5.0390e+02,14.76,510.0,16.01,12.30,4945.00,3.058,6.6320,0.4022
0,211.541140000,5.40000,7.5100e+02,1.88,251.0,0.94,5.30,5433.00,4.629,0.6890,0.1723
0,588.637590000,3.84000,3.2210e+02,1.52,185.0,0.28,7.40,5135.00,4.479,0.8490,0.3978
0,263.301980000,2.21300,3.7760e+02,2.19,308.0,2.11,5.60,5758.00,4.277,1.1320,0.1782
0,434.281750000,8.14000,6.6310e+02,1.94,212.0,0.48,12.80,5544.00,4.529,0.7500,0.3094
0,14.150231100,1.50300,2.0810e+02,0.74,390.0,5.44,9.30,3705.00,4.721,0.5290,0.0130
0,2.283466438,7.79990,8.6426e+05,218.79,2014.0,3883.24,1103.10,6723.00,4.089,1.7190,0.4570
0,282.343150000,3.95600,2.2050e+02,2.35,404.0,6.31,3.70,7092.00,4.176,1.5250,0.5038
0,19.384442450,20.58990,3.3720e+03,28.30,1185.0,466.04,685.30,4968.00,3.291,5.0260,0.2030
1,5.716687870,1.97000,4.3170e+02,1.92,955.0,196.51,11.80,5638.00,4.488,0.8830,0.6160
0,12.424955900,16.33200,1.1040e+02,0.88,703.0,57.80,17.60,5524.00,4.540,0.8470,0.1740
0,30.483800600,2.60000,1.8441e+04,23.87,315.0,2.32,9.40,3857.00,4.717,0.5310,1.2220
0,126.505657000,8.83600,9.5500e+01,1.51,528.0,18.42,3.70,7092.00,4.176,1.5250,0.1855
0,17.734020239,7.27595,1.8668e+05,93.52,892.0,149.48,2905.90,5883.00,4.040,1.5540,0.8370
0,1.444486083,1.43700,9.8070e+02,1.73,1051.0,290.01,12.00,4569.00,4.686,0.5590,0.3050
1,5.992732650,2.65020,6.9800e+01,0.91,1010.0,245.32,19.20,5574.00,4.354,1.0650,0.5050
0,164.689421000,1.84700,5.2100e+02,2.24,340.0,3.15,4.60,6089.00,4.495,0.9500,0.5312
0,62.735643900,10.79250,2.4370e+05,90.12,590.0,28.65,1115.30,6211.00,4.127,1.4400,0.7300
0,289.788624000,2.85700,4.7390e+02,5.51,537.0,19.60,6.60,8057.00,3.946,2.4070,0.6187
0,131.680180000,14.73000,2.0670e+03,5.96,444.0,9.15,9.20,6468.00,4.288,1.3020,0.1224
0,12.429716100,15.07800,1.9270e+02,1.26,742.0,71.78,13.30,5754.00,4.534,0.9050,0.2930
0,12.425335600,27.49000,3.7440e+02,2.02,683.0,51.57,35.40,5442.00,4.541,0.7830,0.9660
0,10.004688100,2.38900,5.0600e+01,1.90,1466.0,1091.58,8.30,6620.00,3.779,2.6410,0.0164
0,15.713787218,11.31220,6.0384e+04,27.64,747.0,73.68,3602.00,5843.00,4.399,1.0060,0.7620
0,12.426469000,25.71000,1.8050e+02,1.66,729.0,66.74,24.20,5691.00,4.544,0.8870,0.9780
0,12.424430600,26.15000,2.1410e+02,1.59,714.0,61.31,15.50,5761.00,4.581,0.7910,0.9800
0,571.280892000,21.82700,4.6070e+02,3.65,324.0,2.62,37.80,7081.00,4.160,1.6190,0.6109
0,2.559236603,1.67060,1.1273e+04,37.66,1296.0,665.95,45.70,5955.00,4.534,0.8830,1.2510
1,5.111754700,3.28100,2.6780e+02,2.81,1351.0,788.00,12.10,6432.00,4.207,1.3450,0.9620
0,101.889228000,2.71000,8.0900e+01,1.43,487.0,13.26,8.50,5802.00,4.073,1.5900,0.0237
0,41.865397230,6.66300,4.3093e+03,31.14,500.0,14.79,103.40,6063.00,4.584,0.7880,1.2860
0,5.455766383,2.89230,1.0454e+05,28.20,795.0,94.27,536.80,5067.00,4.625,0.6940,0.7940
0,6.932281325,11.03010,6.4059e+03,90.57,1872.0,2902.34,325.80,8675.00,4.080,2.1680,1.2910
0,24.843483700,4.80000,2.1740e+02,1.58,625.0,35.97,14.20,5670.00,4.397,1.0220,0.6410
0,1.721535880,1.92270,3.9929e+04,12.89,1045.0,281.41,29.30,4535.00,4.607,0.6680,0.0020
0,2.638432816,2.42989,4.8488e+04,49.77,1933.0,3299.02,529.40,6502.00,3.991,1.7530,0.8630
0,12.425550550,28.49200,4.0900e+02,3.79,1027.0,262.42,123.70,6381.00,4.155,1.4230,0.9730
0,3.103730697,6.93402,3.6923e+05,75.28,1340.0,763.25,5143.60,6075.00,4.422,1.0910,0.5390
0,4.462553120,14.09570,2.2720e+04,52.74,1795.0,2458.34,140.90,4847.00,3.277,3.6190,0.0040
0,35.089769020,3.96230,5.7546e+03,33.10,501.0,14.95,170.80,5603.00,4.556,0.8460,1.2640
0,2.616094300,21.34000,2.9300e+01,0.81,1744.0,2188.14,5.60,6645.00,4.232,1.4200,0.6458
1,21.090790900,4.75100,4.1760e+02,1.88,606.0,31.86,19.70,5723.00,4.546,0.8180,0.8320
0,3.371796653,3.44210,3.6690e+05,306.28,1155.0,419.47,560.20,5615.00,4.455,0.9120,3.2190
0,2.377955070,2.43290,4.3911e+03,92.61,2965.0,18261.57,257.50,9565.00,4.088,2.2860,1.2980
0,86.431871000,7.37400,4.1510e+02,2.85,464.0,10.97,11.20,6325.00,4.409,1.1120,0.9500
0,19.933647110,8.61220,1.7483e+05,75.88,848.0,122.24,1863.40,6505.00,4.250,1.2900,0.8520
0,4.032762189,4.14212,1.1935e+05,35.22,1173.0,447.97,1520.00,5960.00,4.438,0.9620,0.5990
0,111.655460000,1.05100,2.8870e+03,2121.00,579.0,26.58,7.00,6967.00,4.086,1.8630,11.3832
0,1.276208990,2.16900,1.8620e+02,1.46,1851.0,2769.80,11.40,6304.00,4.435,1.0580,0.2760
0,499.473380000,12.24800,1.6620e+03,3.71,191.0,0.31,15.70,5251.00,4.581,0.8170,0.7930
0,9.751720174,16.19370,3.3290e+05,182.09,1356.0,800.41,1767.30,5147.00,3.424,3.1450,0.1500
1,19.672324000,4.81200,6.4990e+02,4.07,908.0,160.98,20.60,6486.00,4.136,1.4850,0.7210
0,73.918586150,6.97350,1.8407e+05,89.96,484.0,12.95,933.50,6300.00,4.404,1.0570,1.1370
0,2.565717939,1.70840,1.9417e+03,180.80,4607.0,106664.85,45.80,11360.00,3.636,4.7120,1.3130
0,7.735904410,4.43890,4.6530e+02,21.30,884.0,144.83,59.50,5927.00,4.544,0.8600,1.2050
0,1.519183350,5.45573,4.9999e+05,128.17,2517.0,9460.59,899.30,7426.00,4.116,1.6980,0.3360
0,3.963787093,3.10316,2.5015e+04,28.11,1389.0,880.12,584.80,6617.00,4.373,1.1800,0.9500
0,4.012537983,2.01010,1.9796e+04,9.96,765.0,80.95,166.00,4483.00,4.629,0.6300,0.7830
0,265.299622700,8.84520,1.0016e+05,33.81,270.0,1.25,616.30,5873.00,4.547,0.8630,0.7980
0,11.414375050,6.27600,4.5966e+04,44.08,1128.0,383.45,34.20,6826.00,4.187,1.5200,0.8950
0,11.413214400,2.37100,7.6400e+01,1.03,925.0,172.97,10.40,6188.00,4.330,1.1550,0.4390
0,66.789347000,4.08000,3.5850e+02,2.07,490.0,13.61,9.50,6297.00,4.448,1.0310,0.6670
0,3.319523463,3.34650,3.8832e+04,38.37,1108.0,356.42,249.40,5761.00,4.581,0.7910,1.1620
1,12.206430400,2.40700,1.3372e+03,5.41,895.0,151.44,16.20,5254.00,4.050,1.5140,0.1040
0,3.905532605,6.80910,7.3081e+04,21.37,1017.0,253.21,350.40,5495.00,4.543,0.7980,0.0020
1,210.631486000,8.41900,1.6578e+03,3.23,234.0,0.71,25.90,4895.00,4.589,0.7590,0.6420
0,9.934437950,8.09800,2.7500e+03,35.54,830.0,112.23,92.80,5763.00,4.484,0.9980,1.2640
0,75.072964000,9.21000,7.4300e+01,1.09,522.0,17.51,7.10,6443.00,4.325,1.2480,0.2602
0,360.477635000,4.33200,6.0400e+02,11943.80,339.0,3.11,7.30,6266.00,4.101,1.5220,72.8480
1,20.956998500,3.49300,1.9179e+03,2.38,363.0,4.11,22.70,3891.00,4.718,0.5640,0.1120
0,1.814128042,3.06460,2.0636e+03,426.98,3773.0,47891.79,163.90,4822.00,2.662,12.8990,1.2460
0,15.995094054,8.45037,4.4315e+04,17.09,676.0,49.26,2019.70,5899.00,4.574,0.8050,0.2720
0,0.978362973,1.20600,3.7100e+01,1.04,2772.0,13948.03,15.90,7193.00,4.156,1.6710,0.2670
0,2.745121487,2.98450,1.4608e+04,9.55,893.0,150.25,86.70,4608.00,4.648,0.6580,0.8610
0,20.573611300,11.22200,7.6000e+01,3.86,1197.0,484.82,12.30,5440.00,3.404,4.5240,0.0320
0,434.391480000,13.02000,1.2030e+02,1.59,236.0,0.73,10.40,5971.00,4.514,0.8680,0.9936
0,0.705891195,5.28100,1.5000e+01,1.00,4884.0,134291.26,32.90,10346.00,4.077,2.4490,0.5110
0,273.528359000,22.34600,4.0850e+02,115.40,557.0,22.75,32.10,7682.00,3.838,2.7830,1.3630
0,173.069290000,12.84000,5.7670e+02,30.29,518.0,17.08,19.90,7296.00,4.103,1.8180,1.1262
0,135.223193000,8.98900,5.6300e+01,0.92,417.0,7.18,8.90,6181.00,4.279,1.2270,0.0177
0,15.693785500,5.14900,3.6770e+02,1.99,755.0,76.79,14.20,5868.00,4.397,1.0370,0.2227
0,1.303570451,2.28163,3.3234e+05,235.58,2720.0,12920.56,573.20,4884.00,3.279,3.5840,0.5480
0,85.517344000,9.33100,2.7020e+02,3.04,482.0,12.75,12.90,5592.00,4.115,1.4510,0.9440
0,1.123258617,4.27355,3.7758e+05,150.94,3215.0,25226.88,779.20,7945.00,4.023,2.1700,0.5130
0,0.738527259,1.21740,4.2290e+02,49.08,2978.0,18549.81,104.10,5869.00,3.825,2.3130,1.1710
0,0.504296702,1.41450,5.9954e+03,50.41,2694.0,12445.73,231.80,6140.00,4.243,1.1870,1.2942
0,7.946367138,2.58667,2.7809e+05,36.01,629.0,36.92,1228.90,4789.00,4.678,0.5730,0.6360
0,1.428766771,3.97530,9.2200e+01,1.01,1737.0,2157.42,3.60,6197.00,4.449,1.0350,0.3540
0,23.392406300,3.41600,6.2300e+01,0.84,701.0,57.23,8.10,6221.00,4.400,1.0500,0.3153
0,5.065329723,4.90392,1.5561e+05,60.35,1315.0,705.60,5497.00,6350.00,4.233,1.2860,0.7250
0,3.796448299,11.59170,5.2288e+05,232.39,2577.0,10412.56,1487.20,8117.00,3.748,3.0700,0.2490
0,0.846291334,1.79962,1.9019e+05,30.80,1243.0,562.86,1049.30,4627.00,4.721,0.5260,0.7790
0,2.489550708,2.84685,2.9839e+04,36.91,1281.0,636.43,443.60,6018.00,4.569,0.7940,1.1850
0,0.706423768,1.05970,4.6100e+01,1.16,2845.0,15425.08,15.90,6514.00,4.090,1.5850,0.7100
0,1.787529210,5.31500,6.2900e+01,5.86,3868.0,52997.01,16.00,6286.00,3.056,7.3420,0.0640
0,1.060996585,2.64940,4.1142e+04,64.99,1968.0,3542.31,339.50,5433.00,4.154,1.3480,1.1410
0,17.844323157,5.07999,2.2236e+05,90.67,874.0,138.25,4456.60,5993.00,4.114,1.4850,0.7570
0,0.854509410,3.72300,1.3700e+01,0.35,1928.0,3269.09,9.00,5922.00,4.454,0.9210,0.4204
0,14.649459900,2.88300,2.2100e+02,1.00,574.0,25.65,7.40,5017.00,4.585,0.6880,0.1750
0,5.251918489,5.59653,2.9648e+05,51.51,1060.0,299.43,6979.70,6099.00,4.511,0.9190,0.3170
0,0.645850521,1.20820,5.4900e+01,0.69,1941.0,3366.81,16.80,5381.00,4.426,0.9110,0.4760
0,0.797089750,3.30100,1.9300e+01,0.54,2262.0,6174.20,9.80,6056.00,4.271,1.1960,0.5300
0,20.867855659,5.73122,8.2601e+04,53.53,716.0,62.09,2768.60,6095.00,4.378,1.0160,1.0450
0,5.395255730,7.83770,1.0424e+05,152.74,1992.0,3721.55,175.70,7216.00,3.768,2.8040,1.0000
0,76.453158130,5.18220,9.6622e+03,22.89,291.0,1.70,151.80,4831.00,4.713,0.5400,1.2600
0,1.061008464,2.80290,4.0877e+05,32.58,1002.0,238.59,997.70,4239.00,4.793,0.4540,0.4770
0,3.343285340,27.29000,1.6680e+02,64.00,2094.0,4535.97,79.50,6541.00,3.773,2.6520,1.2100
0,3.319766830,4.52300,4.8000e+01,0.70,1276.0,626.66,8.50,6100.00,4.438,0.9400,0.7130
0,2.172042913,8.03310,1.5438e+05,100.79,2169.0,5231.88,583.60,7128.00,4.105,1.7750,0.8810
0,0.898837525,3.53420,3.9978e+05,57.14,1615.0,1609.86,445.60,5284.00,4.518,0.8070,0.4960
0,1.352576807,5.49531,3.1748e+05,161.02,2866.0,15932.27,1365.10,6881.00,3.831,2.4060,0.6160
0,5.748815953,1.92160,1.1657e+04,26.94,799.0,96.29,43.30,4961.00,4.545,0.7530,1.1720
0,1.854491777,5.14771,3.8343e+05,63.08,1511.0,1232.64,1070.60,5843.00,4.413,0.9900,0.2850
0,567.713290000,12.85000,2.5940e+02,3.28,325.0,2.64,6.60,6248.00,3.924,1.9960,0.4247
0,2.756536015,1.59080,3.5908e+03,57.46,1580.0,1472.73,100.10,5496.00,4.020,1.6690,1.2390
0,1.945914237,2.87120,9.8805e+03,35.94,1417.0,955.56,299.20,5967.00,4.516,0.8300,1.2730
0,7.216360910,2.21800,3.8470e+02,18.03,2146.0,5009.17,37.20,5029.00,2.909,9.4760,0.0170
0,36.758927250,15.57230,2.6173e+05,51.31,575.0,25.82,4263.60,6085.00,4.438,0.9790,0.2980
0,0.874236216,2.35200,5.8400e+01,3.46,6177.0,344046.45,11.10,10894.00,3.667,4.3780,0.2375
0,1.262273170,3.30141,7.3425e+03,369.20,3790.0,48665.04,1159.90,4927.00,2.882,9.3560,1.2470
0,13.691790011,5.64674,9.7564e+04,49.20,994.0,230.66,8326.30,6295.00,4.158,1.5540,0.2690
0,18.060078203,11.57590,5.8975e+04,20.71,618.0,34.40,1797.60,5330.00,4.464,0.8550,0.3280
0,28.487107336,3.77887,3.7663e+04,116.84,963.0,202.98,658.20,6351.00,3.814,2.3850,1.1750
0,1.404691820,6.26327,7.0244e+05,217.25,2263.0,6187.57,2651.10,6230.00,4.043,1.8630,0.5970
0,11.257061600,29.05900,6.9024e+05,162.84,1272.0,619.07,655.20,6915.00,4.012,1.8750,0.0000
0,0.732406620,4.33000,3.2900e+02,3.65,3191.0,24515.44,15.30,7392.00,4.135,1.7720,0.8618
0,4.205579700,19.40000,1.0050e+02,1.80,1345.0,773.19,71.70,6190.00,4.261,1.2590,0.9883
0,1.574063832,5.63570,1.1181e+03,28.63,1619.0,1622.84,145.30,5951.00,4.411,0.9620,1.2370
0,4.238855579,5.22350,6.8002e+04,38.01,1044.0,280.82,374.80,5655.00,4.482,0.8040,1.0310
0,0.772803664,1.36800,2.9020e+02,1.11,1365.0,826.03,8.50,4535.00,4.607,0.6680,0.1990
0,22.470494368,7.39097,4.5979e+04,19.12,518.0,17.04,2393.20,5315.00,4.636,0.6970,0.8600
0,12.083537810,7.90317,4.3087e+04,50.33,1310.0,696.82,3799.50,6770.00,3.890,2.2140,0.7490
0,12.314402323,5.89030,3.9390e+05,75.21,864.0,131.33,2540.60,6247.00,4.433,1.0660,0.5060
0,2.442957270,4.06560,1.5298e+04,44.35,1352.0,788.17,85.50,5780.00,4.438,1.0000,1.2420
0,5.088582739,7.60660,4.4890e+02,46.02,1786.0,2400.30,40.30,7514.00,4.052,1.9550,1.1950
0,2.534707970,20.14300,3.2820e+02,50.25,2117.0,4744.68,99.50,6440.00,3.874,2.2540,1.1870
0,0.573036404,1.31760,4.1745e+03,9.97,2376.0,7539.67,419.60,5745.00,4.290,1.1960,0.9279
0,27.467217305,4.17961,7.1766e+04,38.87,527.0,18.22,1986.10,5503.00,4.536,0.7420,1.0760
0,2.340534383,4.43017,2.4136e+05,69.55,1581.0,1476.77,881.50,6300.00,4.349,1.1360,0.7100
0,7.226944171,23.01240,6.8218e+05,237.79,1179.0,457.25,3076.60,6270.00,4.199,1.3600,1.2330
0,0.541405029,2.74810,3.2766e+05,125.64,2679.0,12266.51,541.20,5096.00,3.889,1.7820,0.6410
0,0.527678272,2.33166,2.4774e+05,75.31,2551.0,9989.53,706.10,5321.00,4.069,1.4750,0.3850
0,7.293580100,40.02000,1.2450e+02,17.41,925.0,173.44,26.60,5900.00,4.509,0.9510,1.1570
0,87.878261910,12.81380,3.3906e+05,110.85,530.0,18.65,1974.60,5784.00,3.985,1.6420,0.5850
0,374.318792000,5.96000,1.5414e+06,243.21,241.0,0.79,10.30,5997.00,4.572,0.8150,0.8507
0,0.950487062,2.92830,1.1500e+01,1.35,4231.0,75637.15,15.40,8107.00,3.698,3.3850,0.9070
0,25.836831272,6.32201,1.4504e+05,50.72,587.0,28.08,3016.90,5691.00,4.477,0.8970,0.8990
0,8.144135648,8.88876,8.7881e+04,56.52,1491.0,1169.67,6113.70,7605.00,4.123,1.8620,0.2220
0,0.566792930,3.81400,1.0110e+02,0.86,2064.0,4264.42,22.10,5812.00,4.551,0.8530,0.1800
0,6.767341062,4.49213,2.4495e+05,52.84,933.0,178.98,3356.80,5926.00,4.513,0.8430,0.7240
0,3.556561700,6.69100,6.8000e+01,0.52,883.0,143.89,10.00,4964.00,4.628,0.6330,0.2620
0,2.199069234,6.30646,2.2525e+05,118.99,2104.0,4632.97,5915.40,6613.00,4.014,1.9250,0.7620
0,10.368552685,4.37878,1.5323e+05,61.14,845.0,120.48,3170.10,5855.00,4.418,0.9440,0.9780
0,1.891177230,6.98600,1.7620e+02,164.49,3536.0,36995.02,17.40,5086.00,2.660,6.8600,1.2070
0,11.961308501,4.64140,3.1068e+05,51.58,696.0,55.37,1907.80,5564.00,4.587,0.7850,0.6160
0,41.370163800,29.25400,6.9071e+03,59.95,1133.0,389.15,91.30,4764.00,2.777,6.8830,0.6530
0,32.455412690,7.37360,1.3639e+05,23.48,392.0,5.55,180.90,4869.00,4.710,0.5430,0.7260
0,6.091954982,3.60482,3.6700e+04,26.96,1036.0,272.70,1508.70,6063.00,4.424,0.9130,0.9530
0,0.566787020,3.07400,7.5000e+00,0.27,2356.0,7279.54,11.20,6045.00,4.375,0.9990,0.0063
0,0.615787196,3.06700,1.1060e+02,3.50,3886.0,53910.99,23.90,6315.00,3.603,3.0750,0.7452
0,13.174807933,3.37392,7.1071e+04,51.06,811.0,102.20,1812.60,6067.00,4.433,0.9970,1.0650
0,18.778162159,8.10180,4.8841e+05,127.57,1002.0,238.50,3788.70,6794.00,4.102,1.7100,0.3570
0,80.706064100,6.88990,1.1852e+04,15.47,428.0,7.96,268.10,6053.00,4.494,0.9490,0.9560
0,0.626431697,2.01710,3.7224e+04,34.05,1709.0,2003.98,174.00,5134.00,4.560,0.7210,1.1450
0,246.871310000,10.69000,4.3360e+02,2.02,302.0,1.97,6.90,6168.00,4.488,0.9600,0.3270
0,2.274628199,4.52648,1.0397e+05,104.26,2092.0,4536.51,2047.90,6389.00,3.914,1.9470,0.9860
0,6.627611990,6.15281,2.2714e+05,82.03,1204.0,496.41,4355.50,6316.00,4.231,1.3330,0.7530
0,2.796661168,3.37810,2.3638e+03,47.68,1661.0,1797.72,251.40,6331.00,4.146,1.3260,1.2760
0,8.784575777,5.30220,2.6298e+05,104.57,1555.0,1380.83,4761.50,8144.00,4.139,1.9140,0.5000
0,1.253388260,3.82800,4.4700e+01,0.64,1651.0,1750.61,14.80,5869.00,4.513,0.9420,0.4690
0,20.726069913,6.47393,1.1886e+05,51.90,657.0,43.93,1216.80,6011.00,4.522,0.9020,0.9890
0,0.566791946,2.77000,1.2570e+02,1.54,2160.0,5129.25,14.10,5836.00,4.500,0.9700,0.9820
0,10.643110689,88.11180,3.1630e+02,31.72,1038.0,274.67,153.70,5930.00,4.084,1.4730,1.1790
0,0.586408480,2.61600,6.1300e+01,0.48,1444.0,1029.91,23.60,4556.00,4.676,0.6150,0.3520
0,2.488812012,5.94523,1.3100e+05,83.26,1852.0,2776.19,3290.50,6499.00,4.084,1.4970,0.9310
0,2.413491230,11.29000,5.7000e+01,2.11,2348.0,7197.15,38.10,6628.00,3.783,2.5950,0.7280
0,2.521265000,2.69000,3.6500e+01,1.16,2049.0,4175.66,5.90,6306.00,3.828,1.8740,0.4630
0,1.891216560,5.14000,6.6800e+01,0.73,1434.0,997.34,10.70,5741.00,4.438,0.8840,0.4040
0,3.589666810,18.53400,4.2130e+02,95.86,2410.0,7969.78,102.30,6564.00,3.515,3.8370,1.2090
0,0.898932836,2.43700,6.1100e+01,1.51,2489.0,9056.70,22.30,5712.00,3.959,1.8720,0.5650
0,58.643790000,24.44000,1.8210e+02,1.05,437.0,8.59,12.00,5833.00,4.537,0.7750,0.2260
0,5.243661200,11.39000,8.8300e+01,1.10,1249.0,574.76,14.50,6598.00,4.387,1.1450,0.4360
0,0.898792790,1.03100,2.6600e+01,0.57,2116.0,4765.10,5.70,6224.00,4.373,1.0960,0.2490
0,14.797219157,7.61037,2.5270e+05,47.71,787.0,90.80,7795.30,6343.00,4.495,0.9310,0.1570
